id,src,month,day,name_cn,name_native,name_romaji,alt_names,types,ptype,work,work_cn,work_year,heat,fav,votes,collects,nsfw,thumb,image,alts,palette,bgm_id,url_al,url_bgm,url_vndb
bgm-bgm11350,vndb,12,2,凛,凛,Rin,西田凛,动画|游戏|Galgame,Galgame,カルタグラ～ツキ狂イノ病～,恋狱～月狂病～,2005,3324,0,3324,87,,https://lain.bgm.tv/r/400/pic/crt/l/69/eb/11350_crt_OYTit.jpg,https://lain.bgm.tv/pic/crt/l/69/eb/11350_crt_OYTit.jpg,https://lain.bgm.tv/r/400/pic/crt/l/4e/02/32079_crt_gV9Aw.jpg?r=1429323201|https://lain.bgm.tv/pic/crt/l/4e/02/32079_crt_gV9Aw.jpg?r=1429323201|https://t.vndb.org/ch/90/148790.jpg|https://t.vndb.org/ch/98/195498.jpg,,11350,,https://bgm.tv/character/11350,https://vndb.org/c25665
al122191,anilist,8,28,小柳花子,小柳花子,Hanako Koyanagi,Hana,动画|漫画,动画,ヲタクに恋は難しい,宅男腐女恋爱真难,2018,3319,3319,0,30,,https://lain.bgm.tv/r/400/pic/crt/l/16/8e/53305_crt_Du1k0.jpg,https://lain.bgm.tv/pic/crt/l/16/8e/53305_crt_Du1k0.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b122191-sigwgpeam2U1.png|https://s4.anilist.co/file/anilistcdn/character/large/b122191-sigwgpeam2U1.png,,53305,https://anilist.co/character/122191,https://bgm.tv/character/53305,
al2282,anilist,7,8,冲田总悟,沖田総悟,Sougo Okita,Sou-chan / The Prince of the Planet of Sadists / S King / Bakaiser,动画,动画,銀魂,银魂,2006,3315,3315,0,255,,https://lain.bgm.tv/r/400/pic/crt/l/1e/fb/2748_crt_7E93l.jpg,https://lain.bgm.tv/pic/crt/l/1e/fb/2748_crt_7E93l.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b2282-X0uYqwmwxiPo.png|https://s4.anilist.co/file/anilistcdn/character/large/b2282-X0uYqwmwxiPo.png,,2748,https://anilist.co/character/2282,https://bgm.tv/character/2748,
al126073,anilist,5,20,天童觉,天童覚,Satori Tendou,Guess Monster,动画|漫画,动画,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,排球少年 乌野高校 VS 白鸟泽学园高校,2016,3311,3311,0,9,,https://lain.bgm.tv/r/400/pic/crt/l/08/64/43376_crt_F45Y8.jpg?r=1470045396,https://lain.bgm.tv/pic/crt/l/08/64/43376_crt_F45Y8.jpg?r=1470045396,https://s4.anilist.co/file/anilistcdn/character/medium/b126073-iGqIQigXLkge.png|https://s4.anilist.co/file/anilistcdn/character/large/b126073-iGqIQigXLkge.png,,43376,https://anilist.co/character/126073,https://bgm.tv/character/43376,
al1424,anilist,11,1,冈崎真一,岡崎真一,Shinichi Okazaki,Shin,动画|漫画|Galgame,动画,NANA-ナナ-,NANA ～世上的另一个我～,2006,3278,3278,0,20,,https://lain.bgm.tv/r/400/pic/crt/l/01/d4/16928_crt_5g9Z9.jpg,https://lain.bgm.tv/pic/crt/l/01/d4/16928_crt_5g9Z9.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b1424-dcHnhsX7XfrP.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b1424-dcHnhsX7XfrP.jpg,,16928,https://anilist.co/character/1424,https://bgm.tv/character/16928,
al89275,anilist,3,2,藤沼悟,藤沼悟,Satoru Fujinuma,,动画|漫画,动画,僕だけがいない街,只有我不存在的城市,2016,3276,3276,0,51,,https://lain.bgm.tv/r/400/pic/crt/l/c3/97/35666_crt_z3Zuf.jpg?r=1446564557,https://lain.bgm.tv/pic/crt/l/c3/97/35666_crt_z3Zuf.jpg?r=1446564557,https://s4.anilist.co/file/anilistcdn/character/medium/b89275-xCGzh6jAGe2v.png|https://s4.anilist.co/file/anilistcdn/character/large/b89275-xCGzh6jAGe2v.png,,35666,https://anilist.co/character/89275,https://bgm.tv/character/35666,
al16059,anilist,8,8,能井,能井,Noi,NO1,动画|漫画,动画,ドロヘドロ,异兽魔都,2020,3266,3266,0,64,,https://lain.bgm.tv/r/400/pic/crt/l/2a/a4/72114_crt_4i4Mw.jpg,https://lain.bgm.tv/pic/crt/l/2a/a4/72114_crt_4i4Mw.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b16059-mUfErMfV09e5.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b16059-mUfErMfV09e5.jpg,,72114,https://anilist.co/character/16059,https://bgm.tv/character/72114,
al1336,anilist,11,17,夏亚·阿兹纳布尔,シャア・アズナブル,Char Aznable,The Red Comet / Édouard Mass (エドワゥ・マス) / Casval Rem Deikun / 馬沙·亞斯洛布,动画|漫画,动画,機動戦士ガンダム,机动战士高达,1979,3263,3263,0,507,,https://lain.bgm.tv/r/400/pic/crt/l/9c/47/13245_crt_Ag8BX.jpg?r=1416820329,https://lain.bgm.tv/pic/crt/l/9c/47/13245_crt_Ag8BX.jpg?r=1416820329,https://s4.anilist.co/file/anilistcdn/character/medium/b1336-VjllcTHMDuhI.png|https://s4.anilist.co/file/anilistcdn/character/large/b1336-VjllcTHMDuhI.png,,13245,https://anilist.co/character/1336,https://bgm.tv/character/13245,
al121775,anilist,10,23,古桥文乃,古橋文乃,Fumino Furuhashi,Fuminocchi / 文学森林的睡美人,动画|漫画|轻小说,动画,ぼくたちは勉強ができない,我们真的学不来,2019,3261,3261,0,249,,https://lain.bgm.tv/r/400/pic/crt/l/b5/05/58905_crt_z7DB1.jpg?r=1562639914,https://lain.bgm.tv/pic/crt/l/b5/05/58905_crt_z7DB1.jpg?r=1562639914,https://s4.anilist.co/file/anilistcdn/character/medium/b121775-6iSltmB7pcwR.png|https://s4.anilist.co/file/anilistcdn/character/large/b121775-6iSltmB7pcwR.png,,58905,https://anilist.co/character/121775,https://bgm.tv/character/58905,
al139486,anilist,10,5,宫侑,宮侑,Atsumu Miya,Tsumu,动画|漫画,动画,ハイキュー!! TO THE TOP,排球少年 TO THE TOP,2020,3255,3255,0,19,,https://lain.bgm.tv/r/400/pic/crt/l/2c/3f/72001_crt_1K1uJ.jpg?r=1573256369,https://lain.bgm.tv/pic/crt/l/2c/3f/72001_crt_1K1uJ.jpg?r=1573256369,https://s4.anilist.co/file/anilistcdn/character/medium/b139486-pc8YX5srjNy4.png|https://s4.anilist.co/file/anilistcdn/character/large/b139486-pc8YX5srjNy4.png,,72001,https://anilist.co/character/139486,https://bgm.tv/character/72001,
al195121,anilist,2,22,MIYA／知念实也,知念実也,Miya Chinen,,动画|漫画,动画,SK∞ エスケーエイト,无限滑板,2021,3248,3248,0,35,,https://lain.bgm.tv/r/400/pic/crt/l/b5/e0/87961_crt_gopI4.jpg?r=1614484274,https://lain.bgm.tv/pic/crt/l/b5/e0/87961_crt_gopI4.jpg?r=1614484274,https://s4.anilist.co/file/anilistcdn/character/medium/b195121-FehldtuXxYXh.png|https://s4.anilist.co/file/anilistcdn/character/large/b195121-FehldtuXxYXh.png,,87961,https://anilist.co/character/195121,https://bgm.tv/character/87961,
al16057,anilist,7,2,二阶堂,ニカイドウ,Nikaido,,动画|漫画,动画,ドロヘドロ,异兽魔都,2020,3248,3248,0,67,,https://lain.bgm.tv/r/400/pic/crt/l/10/d7/72111_crt_wxRNz.jpg,https://lain.bgm.tv/pic/crt/l/10/d7/72111_crt_wxRNz.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b16057-eFteZol4cg9t.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b16057-eFteZol4cg9t.jpg,,72111,https://anilist.co/character/16057,https://bgm.tv/character/72111,
vndb-c6669,vndb,1,14,,黄泉木 潤一,Yomogi Jun'ichi,,Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,0,,https://t.vndb.org/ch/25/6825.jpg,https://t.vndb.org/ch/25/6825.jpg,,#dd997e #7c483b #c8bdc3 #ebe8ea #f7f7f8,,,,https://vndb.org/c6669
bgm-bgm16899,vndb,2,22,冬川心,冬川 こころ,Fuyukawa Kokoro,Fuyukawa Cocoro / Kokoron / 心,Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,99,,https://lain.bgm.tv/r/400/pic/crt/l/5d/5c/16899_crt_x9mi8.jpg?r=1369401780,https://lain.bgm.tv/pic/crt/l/5d/5c/16899_crt_x9mi8.jpg?r=1369401780,https://t.vndb.org/ch/03/6803.jpg,,16899,,https://bgm.tv/character/16899,https://vndb.org/c6642
vndb-c6689,vndb,2,22,,,Unnamed,,Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,0,,https://t.vndb.org/ch/36/6836.jpg,https://t.vndb.org/ch/36/6836.jpg,,#282322 #7b6363 #c0a9a0 #e6d9d0 #faf2e7 #ffffff,,,,https://vndb.org/c6689
bgm-bgm16900,vndb,2,22,优希堂悟,優希堂 悟,Yuukidou Satoru,悟,Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,107,,https://lain.bgm.tv/r/400/pic/crt/l/5c/9e/16900_crt_2lh6L.jpg?r=1369401801,https://lain.bgm.tv/pic/crt/l/5c/9e/16900_crt_2lh6L.jpg?r=1369401801,https://t.vndb.org/ch/05/6805.jpg,,16900,,https://bgm.tv/character/16900,https://vndb.org/c6648
bgm-bgm138098,vndb,2,22,优希堂沙也香,優希堂 沙也香,Yuukidou Sayaka,Inubushi Keiko,漫画|Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,6,,https://lain.bgm.tv/r/400/pic/crt/l/f9/a6/138098_crt_g0C9w.jpg,https://lain.bgm.tv/pic/crt/l/f9/a6/138098_crt_g0C9w.jpg,https://t.vndb.org/ch/18/6818.jpg,,138098,,https://bgm.tv/character/138098,https://vndb.org/c6662
bgm-bgm16901,vndb,4,30,凉荫穗鸟,犬伏 景子,Inubushi Keiko,Suzukage Hotori / 穗鸟,Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,75,,https://lain.bgm.tv/r/400/pic/crt/l/a0/7b/16901_crt_g0xZ5.jpg?r=1369401764,https://lain.bgm.tv/pic/crt/l/a0/7b/16901_crt_g0xZ5.jpg?r=1369401764,https://t.vndb.org/ch/13/6813.jpg,,16901,,https://bgm.tv/character/16901,https://vndb.org/c6657
bgm-bgm20001,vndb,4,30,黛铃,黛 鈴,Mayuzumi Rin,Mayuzumi Lin / Tobilin / Tonbi,Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,8,,https://lain.bgm.tv/r/400/pic/crt/l/9f/78/20001_crt_Imwqw.jpg?r=1369401869,https://lain.bgm.tv/pic/crt/l/9f/78/20001_crt_Imwqw.jpg?r=1369401869,https://t.vndb.org/ch/06/6806.jpg,,20001,,https://bgm.tv/character/20001,https://vndb.org/c6649
bgm-bgm20003,vndb,9,16,内海卡莉,内海 カーリー,Utsumi Kali,,Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,9,,https://lain.bgm.tv/r/400/pic/crt/l/df/19/20003_crt_Q1IVK.jpg?r=1369401885,https://lain.bgm.tv/pic/crt/l/df/19/20003_crt_Q1IVK.jpg?r=1369401885,https://t.vndb.org/ch/08/6808.jpg,,20003,,https://bgm.tv/character/20003,https://vndb.org/c6651
bgm-bgm20002,vndb,9,16,黄泉木圣司,黄泉木 聖司,Yomogi Seiji,,Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,9,,https://lain.bgm.tv/r/400/pic/crt/l/10/b0/20002_crt_tmv8R.jpg?r=1369401852,https://lain.bgm.tv/pic/crt/l/10/b0/20002_crt_tmv8R.jpg?r=1369401852,https://t.vndb.org/ch/07/6807.jpg,,20002,,https://bgm.tv/character/20002,https://vndb.org/c6650
bgm-bgm18429,vndb,10,19,楠田悠尼,楠田 ゆに,Kusuda Yuni,Kusuda Uni / 悠尼,Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,39,,https://lain.bgm.tv/r/400/pic/crt/l/a1/1c/18429_crt_SFSVq.jpg?r=1369401830,https://lain.bgm.tv/pic/crt/l/a1/1c/18429_crt_SFSVq.jpg?r=1369401830,https://t.vndb.org/ch/14/6814.jpg,,18429,,https://bgm.tv/character/18429,https://vndb.org/c6658
bgm-bgm138286,vndb,10,30,凉荫穗鸟,涼蔭　穂鳥,Suzukage Hotori,,漫画|Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,4,,https://lain.bgm.tv/r/400/pic/crt/l/78/07/138286_crt_tzSOk.jpg,https://lain.bgm.tv/pic/crt/l/78/07/138286_crt_tzSOk.jpg,https://t.vndb.org/ch/16/6816.jpg,,138286,,https://bgm.tv/character/138286,https://vndb.org/c6660
bgm-bgm138099,vndb,11,27,榎本尚哉,榎本　尚哉,Enomoto Naoya,,漫画|Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,2,,https://lain.bgm.tv/r/400/pic/crt/l/85/e9/138099_crt_9CiIC.jpg,https://lain.bgm.tv/pic/crt/l/85/e9/138099_crt_9CiIC.jpg,https://t.vndb.org/ch/15/6815.jpg,,138099,,https://bgm.tv/character/138099,https://vndb.org/c6659
vndb-c6690,vndb,11,27,,,Unnamed,,Galgame,Galgame,Remember11 -the age of infinity-,Remember11：无限轮回的时光,2004,3246,0,3246,0,,https://t.vndb.org/ch/05/6805.jpg,https://t.vndb.org/ch/05/6805.jpg,,#6f4321 #cb9674 #ebd4be #f8f6fa,,,,https://vndb.org/c6690
al1088,anilist,7,11,京乐春水,京楽次郎総蔵佐春水,Jirou Sakuranosuke Shunsui Kyouraku,京楽春水,动画|漫画,动画,BLEACH,死神,2004,3223,3223,0,31,,https://lain.bgm.tv/r/400/pic/crt/l/85/be/6501_crt_xx9iE.jpg?r=1660570218,https://lain.bgm.tv/pic/crt/l/85/be/6501_crt_xx9iE.jpg?r=1660570218,https://s4.anilist.co/file/anilistcdn/character/medium/b1088-6oO10CmxZ1lP.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b1088-6oO10CmxZ1lP.jpg,,6501,https://anilist.co/character/1088,https://bgm.tv/character/6501,
al2780,anilist,4,4,杨文里,ヤン・ウェンリー,Wenli Yang,楊威利 / 楊文里 / Wen-li Yang / Miracle Yang,动画|漫画,动画,銀河英雄伝説,银河英雄传说,1988,3217,3217,0,384,,https://lain.bgm.tv/r/400/pic/crt/l/bd/68/12423_crt_7OXpx.jpg?r=1524744346,https://lain.bgm.tv/pic/crt/l/bd/68/12423_crt_7OXpx.jpg?r=1524744346,https://s4.anilist.co/file/anilistcdn/character/medium/b2780-4S84iiE9LyIY.png|https://s4.anilist.co/file/anilistcdn/character/large/b2780-4S84iiE9LyIY.png,,12423,https://anilist.co/character/2780,https://bgm.tv/character/12423,
al121516,anilist,12,1,立花泷,立花瀧,Taki Tachibana,,动画|漫画|轻小说,动画,君の名は。,你的名字。,2016,3212,3212,0,136,,https://lain.bgm.tv/r/400/pic/crt/l/31/96/37241_crt_NpuRA.jpg,https://lain.bgm.tv/pic/crt/l/31/96/37241_crt_NpuRA.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b121516-kuPVJLNsH5uE.png|https://s4.anilist.co/file/anilistcdn/character/large/b121516-kuPVJLNsH5uE.png,,37241,https://anilist.co/character/121516,https://bgm.tv/character/37241,
al88421,anilist,6,10,永近英良,永近英良,Hideyoshi Nagachika,Hide / 英(ヒデ),动画|漫画|轻小说,动画,東京喰種 トーキョーグール,东京喰种,2014,3209,3209,0,38,,https://lain.bgm.tv/r/400/pic/crt/l/4c/e3/25666_crt_RZ5x5.jpg?r=1494813652,https://lain.bgm.tv/pic/crt/l/4c/e3/25666_crt_RZ5x5.jpg?r=1494813652,https://s4.anilist.co/file/anilistcdn/character/medium/b88421-F8yaeVfHjwYn.png|https://s4.anilist.co/file/anilistcdn/character/large/b88421-F8yaeVfHjwYn.png,,25666,https://anilist.co/character/88421,https://bgm.tv/character/25666,
al145342,anilist,6,25,花垣武道,花垣武道,Takemichi Hanagaki,Takemitchy / Crybaby / Hero / Wuss-boy,动画|漫画,动画,東京リベンジャーズ,东京复仇者,2021,3192,3192,0,3,,https://lain.bgm.tv/r/400/pic/crt/l/26/3b/86042_crt_7TNOg.jpg?r=1616763536,https://lain.bgm.tv/pic/crt/l/26/3b/86042_crt_7TNOg.jpg?r=1616763536,https://s4.anilist.co/file/anilistcdn/character/medium/b145342-GSUutL83jGgI.png|https://s4.anilist.co/file/anilistcdn/character/large/b145342-GSUutL83jGgI.png,,86042,https://anilist.co/character/145342,https://bgm.tv/character/86042,
al20147,anilist,9,20,法尼·瓦伦泰,ファニー・ヴァレンタイン,Funny Valentine,President Valentine,动画|漫画|轻小说|游戏,漫画,ジョジョの奇妙な冒険 スティール・ボール・ラン,,2004,3175,3175,0,40,,https://lain.bgm.tv/r/400/pic/crt/l/78/d9/18599_crt_Wa6Ol.jpg?r=1666052269,https://lain.bgm.tv/pic/crt/l/78/d9/18599_crt_Wa6Ol.jpg?r=1666052269,https://s4.anilist.co/file/anilistcdn/character/medium/b20147-paS2fNaB3yOv.png|https://s4.anilist.co/file/anilistcdn/character/large/b20147-paS2fNaB3yOv.png,,18599,https://anilist.co/character/20147,https://bgm.tv/character/18599,
al71609,anilist,11,10,山口忠,山口忠,Tadashi Yamaguchi,,动画|漫画,动画,ハイキュー!!,排球少年!!,2014,3165,3165,0,29,,https://lain.bgm.tv/r/400/pic/crt/l/a4/24/24330_crt_5625l.jpg?r=1414390395,https://lain.bgm.tv/pic/crt/l/a4/24/24330_crt_5625l.jpg?r=1414390395,https://s4.anilist.co/file/anilistcdn/character/medium/b71609-5Ht0aqB34eEa.png|https://s4.anilist.co/file/anilistcdn/character/large/b71609-5Ht0aqB34eEa.png,,24330,https://anilist.co/character/71609,https://bgm.tv/character/24330,
bgm-bgm68794,vndb,1,12,桐岛勋,桐島 勲,Kirishima Isao,Major General,Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,0,,https://lain.bgm.tv/r/400/pic/crt/l/5e/57/68794_crt_4EY4w.jpg,https://lain.bgm.tv/pic/crt/l/5e/57/68794_crt_4EY4w.jpg,https://t.vndb.org/ch/71/44971.jpg,,68794,,https://bgm.tv/character/68794,https://vndb.org/c37283
bgm-bgm27132,vndb,2,13,橘圣良,橘 聖良,Tachibana Seira,,Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,7,1,https://lain.bgm.tv/r/400/pic/crt/l/58/56/27132_crt_5iygI.jpg,https://lain.bgm.tv/pic/crt/l/58/56/27132_crt_5iygI.jpg,https://t.vndb.org/ch/69/44969.jpg,,27132,,https://bgm.tv/character/27132,https://vndb.org/c22842
bgm-bgm11550,vndb,2,25,水无月空,水無月 空,Minazuki Sora,,漫画|Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,236,,https://lain.bgm.tv/r/400/pic/crt/l/44/be/11550_crt_p14Pp.jpg,https://lain.bgm.tv/pic/crt/l/44/be/11550_crt_p14Pp.jpg,https://t.vndb.org/ch/63/44963.jpg,,11550,,https://bgm.tv/character/11550,https://vndb.org/c17107
bgm-bgm11551,vndb,3,7,门仓甲,門倉 甲,Kadokura Kou,Lieutenant,Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,81,,https://lain.bgm.tv/r/400/pic/crt/l/93/ba/11551_crt_P5R6C.jpg,https://lain.bgm.tv/pic/crt/l/93/ba/11551_crt_P5R6C.jpg,https://t.vndb.org/ch/54/44954.jpg,,11551,,https://bgm.tv/character/11551,https://vndb.org/c4558
vndb-c20524,vndb,4,26,莫霍克,モホーク,Mohawk,Lieutenant,Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,1,,https://lain.bgm.tv/r/400/pic/crt/l/dd/ea/27131_crt_Yq494.jpg,https://lain.bgm.tv/pic/crt/l/dd/ea/27131_crt_Yq494.jpg,https://t.vndb.org/ch/64/44964.jpg,,27131,,https://bgm.tv/character/27131,https://vndb.org/c20524
bgm-bgm11553,vndb,5,3,西野亚季,西野 亜季,Nishino Aki,,漫画|Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,64,,https://lain.bgm.tv/r/400/pic/crt/l/c3/42/11553_crt_xcfAQ.jpg,https://lain.bgm.tv/pic/crt/l/c3/42/11553_crt_xcfAQ.jpg,https://t.vndb.org/ch/65/44965.jpg,,11553,,https://bgm.tv/character/11553,https://vndb.org/c4581
bgm-bgm11557,vndb,5,29,诺伊,ノイ,Noi,,漫画|Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,79,,https://lain.bgm.tv/r/400/pic/crt/l/5d/61/11557_crt_86y9l.jpg,https://lain.bgm.tv/pic/crt/l/5d/61/11557_crt_86y9l.jpg,https://t.vndb.org/ch/66/44966.jpg,,11557,,https://bgm.tv/character/11557,https://vndb.org/c20519
vndb-c20525,vndb,6,13,須藤雅,須藤 雅,Sudou Masa,,Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,8,,https://lain.bgm.tv/r/400/pic/crt/l/91/6f/11556_crt_0s84r.jpg,https://lain.bgm.tv/pic/crt/l/91/6f/11556_crt_0s84r.jpg,https://t.vndb.org/ch/68/44968.jpg,,11556,,https://bgm.tv/character/11556,https://vndb.org/c20525
bgm-bgm27126,vndb,7,10,久利原直树,久利原 直樹,Kurihara Naoki,Sensei,Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,11,,https://lain.bgm.tv/r/400/pic/crt/l/b9/e4/27126_crt_6X48Q.jpg,https://lain.bgm.tv/pic/crt/l/b9/e4/27126_crt_6X48Q.jpg,https://t.vndb.org/ch/61/44961.jpg,,27126,,https://bgm.tv/character/27126,https://vndb.org/c20522
bgm-bgm10512,vndb,7,24,桐岛蕾,桐島 レイン,Kirishima Rain,Second Lieutenant / レイン,Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,309,,https://lain.bgm.tv/r/400/pic/crt/l/48/cb/10512_crt_phqXx.jpg,https://lain.bgm.tv/pic/crt/l/48/cb/10512_crt_phqXx.jpg,https://t.vndb.org/ch/55/44955.jpg,,10512,,https://bgm.tv/character/10512,https://vndb.org/c4559
bgm-bgm27129,vndb,8,16,门仓永二,門倉 永二,Kadokura Eiji,Colonel / Oyaji,Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,5,,https://lain.bgm.tv/r/400/pic/crt/l/1f/f6/27129_crt_TggA3.jpg,https://lain.bgm.tv/pic/crt/l/1f/f6/27129_crt_TggA3.jpg,https://t.vndb.org/ch/60/44960.jpg,,27129,,https://bgm.tv/character/27129,https://vndb.org/c20518
vndb-c37284,vndb,9,20,,阿南 よしお,Anan Yoshio,Mayor,Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,0,,https://lain.bgm.tv/r/400/pic/crt/l/77/81/68795_crt_L6nKY.jpg,https://lain.bgm.tv/pic/crt/l/77/81/68795_crt_L6nKY.jpg,https://t.vndb.org/ch/72/44972.jpg,,68795,,https://bgm.tv/character/68795,https://vndb.org/c37284
bgm-bgm11555,vndb,10,19,若草菜叶,若草 菜ノ葉,Wakakusa Nanoha,若草奈叶,漫画|Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,75,,https://lain.bgm.tv/r/400/pic/crt/l/41/62/11555_crt_VeX8z.jpg,https://lain.bgm.tv/pic/crt/l/41/62/11555_crt_VeX8z.jpg,https://t.vndb.org/ch/57/44957.jpg,,11555,,https://bgm.tv/character/11555,https://vndb.org/c4580
bgm-bgm11554,vndb,10,27,渚千夏,渚 千夏,Nagisa Chinatsu,,漫画|Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,102,,https://lain.bgm.tv/r/400/pic/crt/l/71/ee/11554_crt_75R7n.jpg,https://lain.bgm.tv/pic/crt/l/71/ee/11554_crt_75R7n.jpg,https://t.vndb.org/ch/56/44956.jpg,,11554,,https://bgm.tv/character/11554,https://vndb.org/c4578
vndb-c20520,vndb,11,9,,ジルベール・ジルベルト,Gilbert Gilberto,,Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,0,,https://t.vndb.org/ch/59/44959.jpg,https://t.vndb.org/ch/59/44959.jpg,,#724e54 #ad7c7a #15141b #36323c #d8c7bb #fefefd,,,,https://vndb.org/c20520
bgm-bgm27130,vndb,11,22,希泽鲁·斯坦布雷歇尔,シゼル・ステインブレッシェル,Shizel Steinbrecher,Major,Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,4,,https://lain.bgm.tv/r/400/pic/crt/l/ef/28/27130_crt_ff1d1.jpg,https://lain.bgm.tv/pic/crt/l/ef/28/27130_crt_ff1d1.jpg,https://t.vndb.org/ch/67/44967.jpg,,27130,,https://bgm.tv/character/27130,https://vndb.org/c20523
bgm-bgm11552,vndb,12,11,水无月真,水無月 真,Minazuki Makoto,まこちゃん / Mako-chan,漫画|Galgame,Galgame,"BALDR SKY Dive1 ""Lost Memory""",,2009,3163,0,3163,67,,https://lain.bgm.tv/r/400/pic/crt/l/79/2a/11552_crt_12zCw.jpg,https://lain.bgm.tv/pic/crt/l/79/2a/11552_crt_12zCw.jpg,https://t.vndb.org/ch/62/44962.jpg,,11552,,https://bgm.tv/character/11552,https://vndb.org/c20529
al124704,anilist,3,1,杉元佐一,杉元佐一,Saichi Sugimoto,Sugimoto the Immortal (不死身の杉元) / Vagrant Boy (ノラ坊) / 不死身の杉元 / 不死身杉元,动画|漫画,动画,ゴールデンカムイ,黄金神威,2018,3162,3162,0,83,,https://lain.bgm.tv/r/400/pic/crt/l/68/28/56511_crt_LrYrl.jpg?r=1569906281,https://lain.bgm.tv/pic/crt/l/68/28/56511_crt_LrYrl.jpg?r=1569906281,https://s4.anilist.co/file/anilistcdn/character/medium/b124704-bndQyaj7X9dv.png|https://s4.anilist.co/file/anilistcdn/character/large/b124704-bndQyaj7X9dv.png,,56511,https://anilist.co/character/124704,https://bgm.tv/character/56511,
